word1,word2,word3,word4,category,difficulty
TABLE,BALL,NET,PADDLE,TABLE TENNIS NEEDS,hard
BOWL,DISH,SAUCER,PLATE,TABLEWARE,easy
CILANTRO,SALSA,LIME,ONION,TACO TOPPINGS,easy
TRIP,SLIP,SPILL,FALL,TAKE A TUMBLE,easy
EXPLOIT,LEVERAGE,MILK,USE,TAKE ADVANTAGE OF,easy
NET,MAKE,EARN,CLEAR,"TAKE HOME, AS INCOME",easy
OBJECT,MIND,PROTEST,DISAPPROVE,TAKE ISSUE,hard
QUESTION,DISPUTE,CHALLENGE,CONTEST,TAKE ISSUE WITH,hard
BEAR,ASSUME,HANDLE,SHOULDER,"TAKE ON, AS A RESPONSIBILITY",easy
INDICT,CHARGE,SUE,FILE,TAKE TO COURT,easy
HANDLES,TACKLES,DOES,ADDRESSES,TAKES ON,medium
FLAIR,FACULTY,GIFT,GENIUS,TALENT,medium
SOLID,REAL,CONCRETE,MATERIAL,TANGIBLE,medium
MARK,CHUMP,SUCKER,FOOL,TARGET OF A SCHEME,hard
DEVIL,MAGICIAN,STAR,LOVERS,"TAROT CARDS, WITH ""THE""",hard
LOVERS,TOWER,FOOL,MAGICIAN,"TAROT CARDS, WITH “THE”",very_hard
CUPS,PENTACLES,WANDS,SWORDS,TAROT MINOR ARCANA SUITS,hard
LESSON,EXERCISE,ASSIGNMENT,DRILL,TASKS FOR A STUDENT,easy
SING,SQUEAL,SNITCH,RAT,TATTLE,medium
RASPBERRY,JEER,HISS,BOO,TAUNTS,easy
FAMILY,ORDER,DOMAIN,CLASS,TAXONOMY RANKS,very_hard
COACH,SCHOOL,GUIDE,TRAIN,TEACH,easy
BUNCH,CREW,PACK,GROUP,TEAM,hard
RAG,RIB,NEEDLE,BAIT,TEASE,medium
META,ALPHABET,APPLE,AMAZON,TECH COMPANIES,easy
INTUIT,AMAZON,APPLE,ORACLE,TECH COMPANIES,hard
METHOD,APPROACH,SCHOOL,PHILOSOPHY,TECHNIQUE,easy
MEDICINE,COMMUTE,VISION,PROMPTER,TELE___,very_hard
ACCOUNT,STORY,DESCRIPTION,CHRONICLE,TELLING OF EVENTS,easy
GUIDE,MODEL,BLUEPRINT,MOLD,TEMPLATE,easy
MATCH,GAME,TOURNAMENT,SET,TENNIS COMPETITION UNITS,medium
ALL,LOVE,DEUCE,AD,TENNIS SCORING TERMS,hard
SITTING,SESSION,MEETING,PERIOD,TERM,medium
VINYL,LP,WAX,PLATTER,TERMS FOR RECORDS,medium
LOVE,PUMPKIN,SUGAR,ANGEL,TERMS OF ENDEARMENT,easy
TREASURE,DARLING,PUMPKIN,LOVE,TERMS OF ENDEARMENT,easy
BOO,SUGAR,HONEY,SWEETIE,TERMS OF ENDEARMENT,medium
SOIL,LAND,GROUND,EARTH,TERRA FIRMA,medium
ANIMAL PRINT,HOUNDSTOOTH,POLKA DOT,HERRINGBONE,TEXTILE PATTERNS,easy
GRAVY,STUFFING,TURKEY,PIE,THANKSGIVING FOOD,hard
TRAMP,PRINCE,RASCALS,MERMAID,THE LITTLE ___,very_hard
BALCONY,STAGE,BOX,ORCHESTRA,THEATER SECTIONS,very_hard
FEYNMAN,EINSTEIN,HAWKING,OPPENHEIMER,THEORETICAL PHYSICISTS,easy
CAR,BUGLER,AFRICA,UNICORN,THEY HAVE A HORN,hard
TESTS,SUPER,COMPUTER,PIANO,THEY HAVE KEYS,hard
WALLS,MUSICIANS,PITCHERS,CORNFIELD,THEY HAVE LITERAL/IDIOMATIC EARS,very_hard
AQUARIUM,GEOMETRY,TAMPA BAY,SUN,THEY HAVE RAYS,very_hard
FOOTBALL,EDDY,TORNADO,TASMANIAN DEVIL,THEY MOVE IN A SPIRAL,medium
LION,CROWD,KATY PERRY,ENGINE,THEY ROAR,hard
PINWHEEL,FLAG,WIND CHIME,VANE,THEY'RE BLOWIN' IN THE WIND,easy
TAPE,TOILET PAPER,RIBBON,FOIL,THEY'RE ON A ROLL!,medium
ROB,PINCH,SWIPE,STEAL,THIEVE,medium
SKIN,COAT,LAYER,FILM,THIN COVERING,medium
FILM,SHEET,COAT,LEAF,THIN LAYER,medium
MIX,SAMPLE,SPIN,SCRATCH,THINGS A DJ DOES,medium
FRISBEE,BONE,BALL,BONE,THINGS A DOG CAN FETCH,easy
BALL,FRISBEE,STICK,STICK,THINGS A DOG CAN FETCH,easy
RING,TORCH,BEANBAG,CLUB,THINGS A JUGGLER JUGGLES,hard
RATTLE,SHED,SLITHER,HISS,THINGS A RATTLESNAKE DOES,medium
CRAWL,COO,BABBLE,NURSE,THINGS BABIES DO,medium
POLLINATE,BUZZ,DANCE,STING,THINGS BEES DO,hard
GROUCH,O,STATUETTE,BALONEY,THINGS CALLED “OSCAR”,very_hard
SHED,KNEAD,PURR,SCRATCH,THINGS CATS DO,medium
ABECEDARIUM,COMPUTER KEYBOARD,SCRABBLE,OUIJA BOARD,THINGS FEATURING LETTERS A THROUGH Z,very_hard
COMETS,DRESS COAT,COIN TOSS,SONIC THE HEDGEHOG,THINGS FEATURING TAILS,very_hard
BALLOON ANIMAL,WATER WINGS,BOUNCY CASTLE,WHOOPEE CUSHION,THINGS FILLED WITH AIR,medium
STRAP,LENS,BODY,FLASH,THINGS IN A CAMERA KIT,hard
ROBE,WASHCLOTH,SLIPPERS,TOWEL,THINGS IN A SPA LOCKER ROOM,hard
COAT RACK,CONSOLE,RUNNER,BENCH,THINGS IN AN ENTRYWAY,hard
GENIE,MESSAGE,SHIP,LIGHTNING,THINGS IN BOTTLES,very_hard
MITTENS,KETTLES,RAINDROPS,WHISKERS,THINGS IN “MY FAVORITE THINGS”,very_hard
XYLOPHONE,WHAC-A-MOLE,CROQUET,CARPENTRY,THINGS INVOLVING MALLETS,medium
SUNSET,KALEIDOSCOPE,PEACOCK,RAINBOW,THINGS KNOWN FOR BEING COLORFUL THINGS,hard
FORTUNE TELLER,FAN,AIRPLANE,CRANE,THINGS MADE BY FOLDING PAPER,hard
ORGANISM,HONEYCOMB,SOLAR PANEL,SPREADSHEET,THINGS MADE OF CELLS,hard
TIRE,ERASER,GALOSH,BALLOON,THINGS MADE OF RUBBER,medium
CRAYON,CANDLE,HONEYCOMB,SEAL,THINGS MADE OF WAX,medium
PILLOW,BOA,HEADDRESS,SHUTTLECOCK,THINGS MADE WITH FEATHERS,medium
CORN DOG,LOLLIPOP,BALL-IN-CUP,COTTON SWAB,THINGS ON STICKS,hard
CLIP,FILE,BITE,PAINT,THINGS PEOPLE DO TO FINGERNAILS,medium
MARACA,HANDS,SNOWGLOBE,POLAROID,THINGS PEOPLE SHAKE,very_hard
TEA,AURA,PALM,TAROT,THINGS READ IN DIVINATION,very_hard
BILL,LETTER,CATALOG,CARD,THINGS RECEIVED IN THE MAIL,hard
SLOTS,CHIPS,DICE,CARDS,THINGS SEEN AT A CASINO,hard
GNOME,SHED,SPRINKLER,GRILL,THINGS SEEN IN A YARD,easy
COOKIES,CACHE,HISTORY,DATA,THINGS STORED BY A WEB BROWSER,medium
BOTTLE,GRADUATE,MUSHROOM,SALARY,THINGS THAT ARE CAPPED,very_hard
SHADOW,DOUBT,MOVIE,VOTE,THINGS THAT ARE CAST,very_hard
CORSET,HOURGLASS,DIABOLO,WASP,THINGS THAT ARE CINCHED IN THE MIDDLE,hard
BABY,BLOW,PACKAGE,SPEECH,THINGS THAT ARE DELIVERED,very_hard
ZODIAC,CLOCK,YEAR,FOOT,THINGS THAT ARE DIVIDED INTO TWELVE SEGMENTS,very_hard
CATERPILLAR,PEACH,FLEECE,PIPE CLEANER,THINGS THAT ARE FUZZY,easy
BASKETBALL,FLOATIE,BALLOON,TIRE,THINGS THAT ARE INFLATED,medium
HOAGIE,BATON,TORPEDO,CIGAR,THINGS THAT ARE LONG AND CYLINDRICAL,very_hard
LOTION,INCENSE,SOAP,CANDLE,THINGS THAT ARE OFTEN SCENTED,medium
GOLDFISH,BASKETBALL,CARROT,PUMPKIN,THINGS THAT ARE ORANGE,easy
FLAMINGO,CALAMINE LOTION,BUBBLE GUM,CARNATION,THINGS THAT ARE PINK,medium
BARBIE DREAMHOUSE,FLAMINGO,ERASER,CHERRY BLOSSOM,THINGS THAT ARE PINK,medium
EGGPLANT,EGGPLANT,LAVENDER,GRIMACE,THINGS THAT ARE PURPLE,very_hard
BARNEY THE DINOSAUR,PEOPLE EATER,AMETHYST,SWING STATE,THINGS THAT ARE PURPLE,very_hard
DEVIL,STOP SIGN,ROSE,STRAWBERRY,THINGS THAT ARE RED,easy
MARASCHINO CHERRY,FIRE ENGINE,MARS,CLOWN NOSE,THINGS THAT ARE RED,easy
RUBY,POPPY,BRICK,FIRE TRUCK,THINGS THAT ARE RED,hard
CARDINAL,BEET,CHERRY,STOP SIGN,THINGS THAT ARE RED,hard
ELMO,ROSE,KETCHUP,CARDINAL,THINGS THAT ARE RED,medium
EEL,BANANA PEEL,GREASE,ICE,THINGS THAT ARE SLIPPERY,hard
SNOW,POLAR BEAR,BABY POWDER,MILK,THINGS THAT ARE WHITE,easy
MUSTARD,LEMON,MINION,CANARY,THINGS THAT ARE YELLOW,easy
SCHOOL BUS,BANANA,SUNFLOWER,CANARY,THINGS THAT ARE YELLOW,medium
GUM,GLUE,TAPE,STICK,THINGS THAT ARE “STICKY”,very_hard
TABLE,BOOK,TREE,SALAD,THINGS THAT CAN HAVE LEAVES,very_hard
FAUCET,NOSE,CANDIDATE,MASCARA,THINGS THAT CAN RUN,very_hard
NOSE,MASCARA,STOCKINGS,DYE,"THINGS THAT CAN RUN, ANNOYINGLY",hard
UNION,INSPIRATION,COBRA,LIGHTNING,THINGS THAT CAN STRIKE,very_hard
FILM,THREAD,WIRE,TAPE,THINGS THAT COME ON SPOOLS,hard
TIDE,SUN,ELEVATOR,YO-YO,THINGS THAT GO UP AND DOWN,very_hard
AURORA,RADIUM,GLOWSTICK,FIREFLY,THINGS THAT LUMINESCE,medium
PEPPER,SMOKE,POLLEN,DUST,THINGS THAT MAKE YOU SNEEZE,hard
WASP,INSULT,NETTLE,JELLYFISH,THINGS THAT MIGHT STING,hard
SKUNK,CHEESE,GARBAGE,FEET,THINGS THAT MIGHT STINK,hard
WAFFLE IRON,CLAM,LAPTOP,COMPACT,THINGS THAT OPEN LIKE A CLAM,very_hard
CAP,SEAL,PLUG,COVER,THINGS THAT PREVENT LEAKS,easy
BELL,ALARM,INTERCOM,PHONE,THINGS THAT RING,medium
CAROUSEL,BARBER POLE,CEILING FAN,LAZY SUSAN,THINGS THAT ROTATE ABOUT A VERTICAL AXIS,hard
TOP,GLOBE,CAROUSEL,RECORD,THINGS THAT SPIN,hard
VACUUM,VAMPIRE,STRAW,LEECH,THINGS THAT SUCK,very_hard
PENDULUM,SALOON DOORS,GOLFER,SWING,THINGS THAT SWING,very_hard
INSTAGRAM,COFFEE MAKER,CIGARETTE,AIR PURIFIER,THINGS THAT USE FILTERS,hard
BIRD,KETTLE,TRAIN,REFEREE,THINGS THAT WHISTLE,very_hard
DANDELION,EYELASH,CANDLE,DICE,THINGS TO BLOW ON FOR WISHES/LUCK,very_hard
HOTEL,FLIGHT,CAR,TOUR,THINGS TO BOOK FOR A VACATION,easy
REMOTE,TONGUE,HEELS,MOUSE,THINGS TO CLICK,very_hard
TREE,MOUNTAIN,LADDER,ROPE,THINGS TO CLIMB,hard
SMILE,WINDOW,EGG,KNUCKLES,THINGS TO CRACK,hard
CIRCULATE,MINGLE,NETWORK,CONVERSE,THINGS TO DO AT A WORK EVENT,medium
CUT,SHUFFLE,FAN,DEAL,THINGS TO DO WITH A DECK OF CARDS,hard
BILL,CHECK,TAB,INVOICE,THINGS TO PAY,easy
FIGHT,BONE,AFRO,LOCK,THINGS TO PICK,hard
HEM,PLEAT,SEAM,DART,THINGS TO SEW,easy
PAGE VIEW,HIT,VISIT,CLICK,THINGS TRACKED BY WEB ANALYTICS,hard
SADDLE,WALLET,MOCCASINS,FOOTBALL,THINGS TRADITIONALLY MADE OF LEATHER,hard
GLOVE,TEE,BALL,DRIVER,THINGS USED IN GOLF,medium
LEGO SET,PICK-UP STICKS,JIGSAW PUZZLE,LITE-BRITE,THINGS WITH A LOT OF PIECES,hard
INSECT,SATELLITE DISH,RADIO TOWER,TELETUBBY,THINGS WITH ANTENNA/E,hard
DRILL,COMEDIAN,BRIDLE,BYTE,THINGS WITH BITS,very_hard
SOLAR PANEL,SPREADSHEET,ORGANISM,HONEYCOMB,THINGS WITH CELLS,very_hard
REACTOR,APPLE,PLANET,COMPUTER,THINGS WITH CORES,very_hard
POTATO,HURRICANE,FACE,NEEDLE,THINGS WITH EYE(S),very_hard
BIPED,FURNITURE,POEM,YARDSTICK,THINGS WITH FEET,very_hard
SPONGE,BOWLING BALL,GOLF COURSE,COLANDER,THINGS WITH HOLES,very_hard
INNER TUBE,BAGEL,HULA HOOP,WASHER,THINGS WITH HOLES IN THE MIDDLE,hard
SQUID,TATTOO MACHINE,PRINTER,PEN,THINGS WITH INK,hard
FLORIDA,LOCKSMITH,CRYPTOGRAPHY,PIANO,THINGS WITH KEYS,very_hard
CHECKERS,NHL,DECK OF CARDS,MONARCHY,THINGS WITH KINGS,very_hard
PLYWOOD,CAKE,EARTH,ONION,THINGS WITH LAYERS,hard
HENHOUSE,EARTH,PHOTOSHOP,ONION,THINGS WITH LAYERS,very_hard
TREE,BOOK,TABLE,TEA,THINGS WITH LEAVES,very_hard
CHAIN,GOLF COURSE,SAUSAGE,WEBSITE,THINGS WITH LINKS,very_hard
GUITAR,GIRAFFE,LAMP,BOTTLE,THINGS WITH NECKS,hard
TURNTABLE,SEWING KIT,COMPASS,PINE TREE,THINGS WITH NEEDLE/S,medium
TREE,WEDDING,SATURN,CIRCUS,THINGS WITH RINGS,very_hard
TURTLE,HARD TACO,SNAIL,CLAM,THINGS WITH SHELLS,medium
EGG,EGG,NUT,M&M,THINGS WITH SHELLS,medium
SCHEDULE,ATM,SPATULA,CASINO,THINGS WITH SLOTS,very_hard
BOOK,SKELETON,CACTUS,HEDGEHOG,THINGS WITH SPINES,very_hard
LADYBUG,DALMATIAN,DIE,DOMINO,THINGS WITH SPOTS,hard
FOUNTAIN,WHALE,TEAPOT,GUTTER,THINGS WITH SPOUTS,very_hard
MATTRESS,MOUSETRAP,TRAMPOLINE,CLOCK,THINGS WITH SPRING/S,very_hard
CANDY CANE,REFEREE,TIGER,CROSSWALK,THINGS WITH STRIPES,very_hard
KEYBOARD,BROWSER,SODA CAN,FOLDER,THINGS WITH TABS,hard
COMB,ZIPPER,SAW,GEAR,THINGS WITH TEETH,hard
TREES,SWIMMERS,ELEPHANTS,CARS,THINGS WITH TRUNKS,very_hard
WAGON,ROLLERBLADE,SKATEBOARD,DOLLY,THINGS WITH WHEELS,medium
BIRD,ANGEL,PEGASUS,AIRPLANE,THINGS WITH WINGS,hard
HOSPITAL,FLY,AIRPLANE,FAIRY,THINGS WITH WINGS,medium
LAVALIER,BOUTONNIÈRE,LAPEL PIN,AWARENESS RIBBON,THINGS WORN ON LAPELS,easy
IKEA FURNITURE,LEGO SET,PUZZLE,MODEL,THINGS YOU ASSEMBLE,hard
BUBBLE,RASPBERRY,FUSE,KISS,THINGS YOU CAN BLOW,very_hard
WIIS,TELEVISIONS,DRONES,GARAGE DOORS,THINGS YOU CAN CONTROL WITH REMOTES,very_hard
EGG,CODE,WHIP,JOKE,THINGS YOU CAN CRACK,hard
BOLD,UNDERLINE,HIGHLIGHT,STRIKETHROUGH,THINGS YOU CAN DO TO TEXT,medium
PICK,THUMB,HOLD,BLOW,THINGS YOU CAN DO TO YOUR NOSE,very_hard
SPIKE,PUNT,SNAP,PASS,THINGS YOU CAN DO WITH A FOOTBALL,medium
FLUTTER,WINK,BAT,BLINK,THINGS YOU CAN DO WITH YOUR EYELIDS,medium
SMACK,CURL,PUCKER,PURSE,THINGS YOU CAN DO WITH YOUR LIPS,very_hard
PICTURE,CARD,BATH,CURTAIN,THINGS YOU CAN DRAW,hard
TABLE,IMAGE,TEXT BOX,CHART,THINGS YOU CAN INSERT IN A DOCUMENT,medium
COLUMN,CELL,SHEET,ROW,THINGS YOU CAN INSERT INTO A SPREADSHEET,hard
NOSE,APPLE,CARD,BANJO,THINGS YOU CAN PICK,hard
MEDICINE,LAW,SELF-CARE,WITCHCRAFT,THINGS YOU CAN PRACTICE,very_hard
IRON,FIST,BRAKES,GAS,THINGS YOU CAN PUMP,very_hard
BUG BITE,VINYL RECORD,LOTTERY TICKET,YOUR HEAD,THINGS YOU CAN SCRATCH,hard
RECORD,MOOD,VOLLEYBALL,TABLE,THINGS YOU CAN SET,very_hard
PARTY,TANTRUM,CURVEBALL,WRENCH,"THINGS YOU CAN THROW, IN METAPHORS",very_hard
RING,KNOCK,BUZZ,SHOUT,THINGS YOU DO AT SOMEONE'S FRONT DOOR,hard
DOZE,DOODLE,SPACE,PASS NOTES,THINGS YOU MIGHT DO DURING A BORING CLASS/MEETING,hard
SNORE,DREAM,DROOL,TALK,THINGS YOU MIGHT DO IN YOUR SLEEP,medium
HAIRSPRAY,MAGIC 8 BALL,SNOWGLOBE,SALAD DRESSING,THINGS YOU SHAKE,medium
AFFILIATE,RELATE,ASSOCIATE,EQUATE,THINK OF TOGETHER,easy
PARTY,RAIL,ROCK,EYE,THIRD ___,hard
BEAT,PULSE,POUND,THUMP,THROB,easy
HURL,FLING,CHUCK,CAST,THROW,medium
PEPPER,SCATTER,STREW,SPRINKLE,THROW HERE AND THERE,medium
EJECT,TOSS,BOOT,BOUNCE,THROW OUT,easy
DART,HORSESHOE,RING,AXE,THROWN IN TARGET GAMES,hard
STICK,POKE,PROD,JAB,THRUST,easy
CONCERT,MOVIE,PLAY,GAME,TICKETED EVENTS,medium
FLOOR,LEVEL,DECK,STORY,TIER,medium
SLOPE,CANT,LIST,LEAN,TILT TO ONE SIDE,hard
SOON,THEN,LATER,NOW,TIME ADVERBS,hard
LEAVE,VACATION,HOLIDAY,REST,TIME OFF,easy
BREAK,RECESS,LEAVE,BREAK,TIME OFF,easy
DECADE,MILLENNIUM,YEAR,CENTURY,TIME PERIODS,easy
CLOCK,SUNDIAL,WATCH,HOURGLASS,TIMEKEEPING DEVICES,easy
TONE,SHADE,COLOR,HUE,TINT,easy
TONE,HUE,SHADE,TINGE,TINT,easy
SMALL,MINUTE,SLIGHT,WEE,TINY,hard
MITE,TAD,LITTLE,BIT,"TINY AMOUNT, WITH “A”",medium
HYDRATE,BREATHE,STRETCH,REST,TIPS FOR WORKING OUT SAFELY,easy
PEE-WEE,INDIANA,FERRIS,HEATHER,TITLE CHARACTERS IN '80S MOVIES,very_hard
HEDGEHOG,PLUMBER,PRINCESS,GORILLA,TITLE FIGURES IN CLASSIC VIDEO GAMES,very_hard
WILLY,BABE,BEETHOVEN,CHARLOTTE,TITLE MOVIE ANIMALS,very_hard
QUINN,HOUSE,HOWSER,GREY,TITLE TV DOCTORS,hard
BABE,BOLT,DUMBO,TED,TITULAR ANIMALS OF FILM,hard
MONK,TRACY,MAGNUM,SHAFT,TITULAR FICTIONAL DETECTIVES,very_hard
TOLLBOOTH,TOWBOAT,TOMBOY,TOOLBOX,TO-BO- COMPOUND WORDS,medium
STOMACH,SWALLOW,STAND,BEAR,TOLERATE,easy
BEAR,STOMACH,SWALLOW,BEAR,TOLERATE,medium
STAND,TAKE,TAKE,STAND,TOLERATE,medium
SULLY,BIG,SPLASH,PHILADELPHIA,TOM HANKS MOVIES,very_hard
WAITS,PETTY,CRUISE,HOLLAND,TOMS,hard
ANNIE,COMPANY,CATS,CABARET,TONY WINNERS FOR BEST MUSICAL,medium
HAWK,STARK,MONTANA,SOPRANO,TONY ___,very_hard
FILE,SAW,LEVEL,HAMMER,TOOLS,easy
BANANA,DOG,HAT,SECRET,TOP ___,very_hard
ISSUE,SUBJECT,MATTER,POINT,TOPIC OF DISCUSSION,easy
FALL,TUMBLE,SPILL,WIPEOUT,TOPPLE,easy
CAMI,TANK,TEE,HALTER,TOPS,medium
BAGEL,LIFESAVER,DONUT,CHEERIO,TORUS-SHAPED FOOD,hard
TIRE,WREATH,LIFESAVER,BAGEL,TORUS-SHAPED THINGS,medium
GRAZE,BRUSH,SKIM,KISS,TOUCH LIGHTLY,easy
SWIPE,TAP,SCROLL,PINCH,TOUCHSCREEN GESTURES,easy
TAP,PINCH,SWIPE,SPREAD,TOUCHSCREEN GESTURES,hard
SEMI,QUARTER,QUALIFIER,FINAL,TOURNAMENT ROUNDS,easy
HAMMER,HURDLE,POLE,POLE,TRACK AND FIELD EQUIPMENT,medium
JAVELIN,HURDLE,HAMMER,BATON,TRACK AND FIELD EQUIPMENT,medium
TRAIT,HALLMARK,STAMP,FEATURE,TRADEMARK,medium
EGG,BILL,VENOM,FUR,TRADEMARKS OF A PLATYPUS,very_hard
ZOOM,PHOTOSHOP,GOOGLE,UBER,TRADEMARKS THAT HAVE BECOME VERBS,easy
YIELD,DETOUR,SLOW,STOP,TRAFFIC SIGNS,hard
RECEIPT,STATEMENT,BILL,INVOICE,TRANSACTION RECORD,hard
HAND,SEND,PASS,GIVE,TRANSFER,hard
PASS,GIVE,DELIVER,HAND,TRANSFER,medium
MARCH,TRAMP,TREK,HIKE,TRAVEL ON FOOT,hard
PAMPER,BABY,SPOIL,MOTHER,TREAT WITH EXCESSIVE CARE,easy
BARK,ROOT,BRANCH,TRUNK,TREE FEATURES,hard
RINGS,BARK,CROWN,ROOTS,TREE FEATURES,medium
YOU,BEACH,PAIR,FUR,TREE HOMOPHONES,very_hard
WALNUT,ALMOND,CASHEW,PECAN,TREE NUTS,medium
CEDAR,ASH,POPLAR,OAK,TREES,easy
EBONY,ASH,GUM,CHERRY,TREES,hard
BEECH,PINE,PALM,ELDER,TREES,medium
PINE,SPRUCE,CEDAR,YEW,TREES,medium
TOUGH,COMPLEX,DELICATE,STICKY,TRICKY,easy
TAN,COT,SIN,SEC,TRIG FUNCTIONS,very_hard
HAT TRICK,THREEPEAT,TRIFECTA,TRIPLE CROWN,TRIO OF SPORTS ACHIEVEMENTS,easy
COCONUT,MANGO,PINEAPPLE,BANANA,TROPICAL FRUITS,very_hard
CHAYOTE,DURIAN,BITTER MELON,SOURSOP,TROPICAL FRUITS/VEGETABLES,hard
SHELLAC,ROUT,CRUSH,CREAM,TROUNCE,hard
ACCEPT,BELIEVE,SWALLOW,BUY,TRUST AS REAL,easy
WITHDRAW,RETREAT,LEAVE,FLEE,TURN TAIL,easy
TABLES,CORNER,PAGE,TIDE,TURN THE ___,very_hard
MUNSTER,PICKLES,GRIFFIN,PARTRIDGE,TV COMEDY FAMILIES,hard
COLOR,BRIGHTNESS,CONTRAST,TINT,TV DISPLAY SETTINGS,easy
LASSO,SMART,ROGERS,MARS,TV SHOW TITLE SURNAMES,very_hard
FLIPPER,FIREFLY,FLEABAG,FARGO,TV SHOWS,hard
24,FIREFLY,BONES,WEEDS,TV SHOWS,medium
CHEER,SCRUB,WEED,FRIEND,TV SHOWS MINUS “S”,hard
EUPHORIA,CHEERS,GLEE,FELICITY,TV SHOWS WITH HAPPY-SOUNDING NAMES,hard
NES,VHS,MTV,ALF,TV-RELATED ABBREVIATIONS IN THE '80S,hard
WIND,SPOOL,WRAP,COIL,TWIST AROUND,medium
STONE,OFTEN,FREIGHT,CANINE,TWO LETTERS + NUMBER,very_hard
LECTURE,SEMINAR,DISCUSSION,LAB,TYPES OF ACADEMIC COURSES,easy
TOTE,MESSENGER,CLUTCH,SATCHEL,TYPES OF BAGS,easy
CINDERELLA,DAVID-AND-GOLIATH,RAGS-TO-RICHES,UNDERDOG,TYPES OF COME-FROM-BEHIND STORIES,hard
CURLY,WAFFLE,SHOESTRING,WEDGE,TYPES OF FRENCH FRIES,medium
SHEEPSHANK,BOWLINE,BEND,HITCH,TYPES OF KNOTS,very_hard
TEMPERA,WATERCOLOR,OIL,ACRYLIC,TYPES OF PAINT,medium
KIDNEY,INFINITY,KIDDIE,OLYMPIC,TYPES OF POOLS,easy
AM,SATELLITE,WALKIE-TALKIE,HAM,TYPES OF RADIO,easy
STATEMENT,COMMAND,QUESTION,EXCLAMATION,TYPES OF SENTENCES,medium
ICE,SLUSH,CRUST,POWDER,TYPES OF SNOW,medium
TUSK,FANG,MOLAR,CANINE,TYPES OF TEETH,easy
HELENA,IRVING,BILLINGS,BUFFALO,U.S. CITIES,hard
MOBILE,BUFFALO,PHOENIX,PHOENIX,U.S. CITIES,hard
QUARTER,PENNY,NICKEL,DIME,U.S. COINS,easy
BROWN,SMITH,HOWARD,DUKE,U.S. COLLEGES/UNIVERSITIES,hard
COLORADO,ARIZONA,UTAH,NEVADA,U.S. MOUNTAIN STATES,easy
DICK,TEDDY,CAL,ABE,U.S. PRESIDENTIAL NICKNAMES,hard
GRANT,ADAMS,WASHINGTON,FORD,U.S. PRESIDENTS,easy
PA,OR,HI,MA,U.S. STATE ABBREVIATIONS,medium
ARK,ALA,MISS,ORE,"U.S. STATE ABBREVIATIONS, PER AP STYLE GUIDE",very_hard
FRONTIER,AMERICAN,SPIRIT,UNITED,U.S.-BASED AIRLINES,hard
STABLE,STEADY,EVEN,LEVEL,UNCHANGING,easy
PROJECT,ENTERPRISE,ENDEAVOR,VENTURE,UNDERTAKING,easy
BOXER,DRAWER,SHORT,BRIEF,UNDERWEAR IN THE SINGULAR,very_hard
DULL,VANILLA,BORING,MUNDANE,UNEXCITING,medium
CONSTANT,LEVEL,UNIFORM,STABLE,UNFLUCTUATING,medium
ABANDON,UNRESTRAINT,FREEDOM,SPONTANEITY,UNINHIBITEDNESS,medium
CAL,IN,GAL,OZ,UNIT ABBREVIATIONS,hard
ROLL,LOAF,BUN,BAGUETTE,UNIT OF BREAD,easy
LETTER,PARAGRAPH,SENTENCE,WORD,UNIT OF LANGUAGE,easy
MOLE,LUX,BAR,BEL,UNITS,hard
VOLT,HERTZ,MOLE,SECOND,UNITS,medium
FOOT,VERSE,METER,LINE,UNITS IN POETRY,medium
SIX-PACK,CASE,FORTY,GROWLER,UNITS OF BEER,hard
FOOT,MILE,YARD,INCH,UNITS OF LENGTH,easy
FATHOM,FOOT,YARD,LEAGUE,UNITS OF LENGTH,hard
MILE,FOOT,LEAGUE,YARD,UNITS OF LENGTH,medium
HERTZ,SECOND,MOLE,NEWTON,UNITS OF MEASURE,hard
EAR,HEAD,BULB,STALK,UNITS OF VEGETABLES,very_hard
PINT,CUP,GALLON,QUART,UNITS OF VOLUME,easy
QUARTZ,BOUNCE,GALLEON,PINOT,UNITS OF VOLUME PLUS LETTER,very_hard
BLANKET,GENERAL,SWEEPING,BROAD,UNIVERSAL,hard
BROWN,HOWARD,RICE,DUKE,UNIVERSITIES,hard
REMOTE,SLIM,SMALL,OUTSIDE,"UNLIKELY, AS CHANCES",hard
AWKWARD,STILTED,WOODEN,STIFF,"UNNATURAL, AS MANNERISMS",easy
DRAW,WILD,REVERSE,SKIP,UNO CARDS,medium
SEVERAL,,FEW,HANDFUL,UNSPECIFIED QUANTITIES,easy
EASY,OPEN,GAME,FLEXIBLE,UP FOR ANYTHING,hard
WILLING,AMENABLE,GAME,DOWN,UP FOR IT,medium
REVISE,AMEND,CORRECT,FIX,UPDATE FOR ACCURACY,easy
PILLAR,POST,POLE,COLUMN,UPRIGHT SUPPORT,easy
SURGE,SPIKE,RISE,BOOM,UPSWING,easy
MILK,COMP,ORGO,NETI,URL ENDINGS PLUS A LETTER,very_hard
CUBE,DICE,SLICE,JULIENNE,USE A KITCHEN KNIFE,medium
SEW,DARN,HEM,SEAM,USE A NEEDLE AND THREAD,medium
LASER POINTER,PROJECTOR,CLICKER,SLIDES,USED DURING A PRESENTATION,easy
WATER,CUP,TEABAG,KETTLE,USED FOR TEA,medium
LOG,TINDER,MATCH,KINDLING,USED IN BUILDING A FIRE,easy
