Word,Category,Difficulty
BEAT,THROB,0
GORGE,LANDFORMS,1
BALL,FOOT___,3
RIDGE,LANDFORMS,1
PRINT,FOOT___,3
THUMP,THROB,0
NEGATIVE,RADIO LINGO,1
NUMBERS,OLD TESTAMENT BOOKS,2
SEAN,WORDS PRONOUNCED “SH” WITHOUT AN “SH”,3
JOB,OLD TESTAMENT BOOKS,2
PIERCE,PRICK,0
SUGAR,WORDS PRONOUNCED “SH” WITHOUT AN “SH”,3
STICK,PRICK,0
ROGER,RADIO LINGO,1
SURE,WORDS PRONOUNCED “SH” WITHOUT AN “SH”,3
DANIEL,OLD TESTAMENT BOOKS,2
OVER,RADIO LINGO,1
SIOBHAN,WORDS PRONOUNCED “SH” WITHOUT AN “SH”,3
POKE,PRICK,0
COPY,RADIO LINGO,1
JUDGES,OLD TESTAMENT BOOKS,2
JAB,PRICK,0
DOG,ANIMALS IN THE WITCHES' BREW IN “MACBETH”,2
POP,PUNCH,1
BALL,ROUND THREE-DIMENSIONAL OBJECTS,0
SOCK,PUNCH,1
SLUG,PUNCH,1
FROG,ANIMALS IN THE WITCHES' BREW IN “MACBETH”,2
GLOVE,FOX___,3
TROT,FOX___,3
BAT,ANIMALS IN THE WITCHES' BREW IN “MACBETH”,2
HOUND,FOX___,3
GLOBE,ROUND THREE-DIMENSIONAL OBJECTS,0
POUND,PUNCH,1
ORB,ROUND THREE-DIMENSIONAL OBJECTS,0
NEWT,ANIMALS IN THE WITCHES' BREW IN “MACBETH”,2
HOLE,FOX___,3
SPHERE,ROUND THREE-DIMENSIONAL OBJECTS,0
NAUGHTY,ANTI-SPIRIT OF CHRISTMAS,2
CANARY,SHADES OF YELLOW,0
COAL,ANTI-SPIRIT OF CHRISTMAS,2
MINE,SUPPLY,1
MUSTARD,SHADES OF YELLOW,0
SOY,SPANISH WORDS,3
RESERVE,SUPPLY,1
MAYO,SPANISH WORDS,3
GOLD,SHADES OF YELLOW,0
GUSTO,SPANISH WORDS,3
GRINCH,ANTI-SPIRIT OF CHRISTMAS,2
ELLA,SPANISH WORDS,3
WELL,SUPPLY,1
BAH,ANTI-SPIRIT OF CHRISTMAS,2
LEMON,SHADES OF YELLOW,0
STORE,SUPPLY,1
CITRUS,SOURCES OF VITAMINS,0
CITY,PLACES USED IN RETAIL SUFFIXES,1
RED CARPET,PLACES TO FIND STARS,2
ALL OUT,WORDS AFTER “GO”,3
AMERICAN FLAG,PLACES TO FIND STARS,2
KART,WORDS AFTER “GO”,3
BETWEEN,WORDS AFTER “GO”,3
SUNSHINE,SOURCES OF VITAMINS,0
GALAXY,PLACES TO FIND STARS,2
LEAFY GREENS,SOURCES OF VITAMINS,0
WORLD,PLACES USED IN RETAIL SUFFIXES,1
UBER RATING,PLACES TO FIND STARS,2
LAND,PLACES USED IN RETAIL SUFFIXES,1
STEADY,WORDS AFTER “GO”,3
SUPPLEMENTS,SOURCES OF VITAMINS,0
TOWN,PLACES USED IN RETAIL SUFFIXES,1
SIN,DO WRONG,1
SEC,SHORT PERIOD OF TIME,0
SUN,N.B.A. PLAYER,2
TAN,STARTS OF AFRICAN COUNTRIES,3
FLASH,SHORT PERIOD OF TIME,0
BOTS,STARTS OF AFRICAN COUNTRIES,3
FALL,DO WRONG,1
CAME,STARTS OF AFRICAN COUNTRIES,3
BIT,SHORT PERIOD OF TIME,0
BUCK,N.B.A. PLAYER,2
KEN,STARTS OF AFRICAN COUNTRIES,3
STRAY,DO WRONG,1
NET,N.B.A. PLAYER,2
JIFF,SHORT PERIOD OF TIME,0
ERR,DO WRONG,1
SPUR,N.B.A. PLAYER,2
PRESENT,ATTENDANCE STATUS,1
CAPER,___BERRY,3
ELDER,___BERRY,3
ROMAN,FONT-MODIFYING WORDS,2
LOGAN,___BERRY,3
SWIPE,STEAL,0
POCKET,STEAL,0
TYPEWRITER,FONT-MODIFYING WORDS,2
GOOSE,___BERRY,3
SANS,FONT-MODIFYING WORDS,2
ABSENT,ATTENDANCE STATUS,1
PINCH,STEAL,0
LATE,ATTENDANCE STATUS,1
GOTHIC,FONT-MODIFYING WORDS,2
NICK,STEAL,0
EXCUSED,ATTENDANCE STATUS,1
HUNT,ASSOCIATED WITH THE GAME THE OREGON TRAIL,2
CHECK,RESTRICT,0
GAME,TICKETED EVENTS,1
FORD,ASSOCIATED WITH THE GAME THE OREGON TRAIL,2
PRESIDENT,WHAT “FORD” MIGHT REFER TO,3
PLAY,TICKETED EVENTS,1
CAR,WHAT “FORD” MIGHT REFER TO,3
STOP,RESTRICT,0
OXEN,ASSOCIATED WITH THE GAME THE OREGON TRAIL,2
BLOCK,RESTRICT,0
MOVIE,TICKETED EVENTS,1
ACTOR,WHAT “FORD” MIGHT REFER TO,3
DAM,RESTRICT,0
DYSENTERY,ASSOCIATED WITH THE GAME THE OREGON TRAIL,2
DIRECTOR,WHAT “FORD” MIGHT REFER TO,3
CONCERT,TICKETED EVENTS,1
BELL,SECOND WORDS OF “PETER PAN” CHARACTERS,3
REFRAIN,DESIST,0
SPEED,CARD GAMES,1
CHORUS,ELEMENTS OF GREEK DRAMA,2
BRIDGE,CARD GAMES,1
HUBRIS,ELEMENTS OF GREEK DRAMA,2
DARLING,SECOND WORDS OF “PETER PAN” CHARACTERS,3
HEARTS,CARD GAMES,1
HOOK,SECOND WORDS OF “PETER PAN” CHARACTERS,3
AVOID,DESIST,0
HERO,ELEMENTS OF GREEK DRAMA,2
CEASE,DESIST,0
SPOONS,CARD GAMES,1
PAN,SECOND WORDS OF “PETER PAN” CHARACTERS,3
ABSTAIN,DESIST,0
TRAGEDY,ELEMENTS OF GREEK DRAMA,2
CROWD,THEY ROAR,2
SCORE,MESS UP THE SURFACE OF,1
MAMBA,LATIN DANCES WITH A VOWEL CHANGED,3
ENGINE,THEY ROAR,2
BOA,BURLESQUE WEAR,0
SIMBA,LATIN DANCES WITH A VOWEL CHANGED,3
KATY PERRY,THEY ROAR,2
SCAR,MESS UP THE SURFACE OF,1
LION,THEY ROAR,2
GARTER,BURLESQUE WEAR,0
SCRATCH,MESS UP THE SURFACE OF,1
MERINGUE,LATIN DANCES WITH A VOWEL CHANGED,3
CORSET,BURLESQUE WEAR,0
SCRAPE,MESS UP THE SURFACE OF,1
TANGY,LATIN DANCES WITH A VOWEL CHANGED,3
STOCKINGS,BURLESQUE WEAR,0
CASE,UNITS OF BEER,2
MANTLE,BASEBALL GREATS,3
SAUCE,COMPONENTS OF A PIZZA,1
CORE,CENTRAL SECTION OF THE BODY,0
CRUST,COMPONENTS OF A PIZZA,1
FORTY,UNITS OF BEER,2
TRUNK,CENTRAL SECTION OF THE BODY,0
TROUT,BASEBALL GREATS,3
TORSO,CENTRAL SECTION OF THE BODY,0
YOUNG,BASEBALL GREATS,3
SIX-PACK,UNITS OF BEER,2
CHEESE,COMPONENTS OF A PIZZA,1
TOPPINGS,COMPONENTS OF A PIZZA,1
BONDS,BASEBALL GREATS,3
MIDRIFF,CENTRAL SECTION OF THE BODY,0
GROWLER,UNITS OF BEER,2
GOOD,PERSONAL PROPERTY MINUS “S”,3
BOY,INTERJECTIONS,0
BANJO,THINGS YOU CAN PICK,2
BIRDS,"HORROR MOVIES, WITH “THE”",1
NOSE,THINGS YOU CAN PICK,2
MAN,INTERJECTIONS,0
POSSESSION,PERSONAL PROPERTY MINUS “S”,3
GOODNESS,INTERJECTIONS,0
BELONGING,PERSONAL PROPERTY MINUS “S”,3
HAUNTING,"HORROR MOVIES, WITH “THE”",1
APPLE,THINGS YOU CAN PICK,2
CARD,THINGS YOU CAN PICK,2
SHINING,"HORROR MOVIES, WITH “THE”",1
EFFECT,PERSONAL PROPERTY MINUS “S”,3
WOW,INTERJECTIONS,0
EXORCIST,"HORROR MOVIES, WITH “THE”",1
HOT,ADJECTIVES FOR A DESERT,1
DEVIL,REPRESENTED BY THREE-DIGIT NUMBERS,3
GOLDEN,"DOG BREEDS, INFORMALLY",2
INTRO CLASS,REPRESENTED BY THREE-DIGIT NUMBERS,3
LAB,"DOG BREEDS, INFORMALLY",2
BULLY,"DOG BREEDS, INFORMALLY",2
SANDY,ADJECTIVES FOR A DESERT,1
ADDRESS,SPOKEN PRESENTATION,0
DRY,ADJECTIVES FOR A DESERT,1
CANNABIS,REPRESENTED BY THREE-DIGIT NUMBERS,3
LECTURE,SPOKEN PRESENTATION,0
JAMES BOND,REPRESENTED BY THREE-DIGIT NUMBERS,3
TALK,SPOKEN PRESENTATION,0
CHOW,"DOG BREEDS, INFORMALLY",2
VAST,ADJECTIVES FOR A DESERT,1
SPEECH,SPOKEN PRESENTATION,0
BAR,WORDS BEFORE “HOP”,3
JOKE,THINGS YOU CAN CRACK,2
BUNNY,WORDS BEFORE “HOP”,3
SHIRT,NEEDS FOR TIE-DYEING A SHIRT,1
DYE,NEEDS FOR TIE-DYEING A SHIRT,1
WHIP,THINGS YOU CAN CRACK,2
SOCK,WORDS BEFORE “HOP”,3
PEEP,GLIMPSE,0
EGG,THINGS YOU CAN CRACK,2
GANDER,GLIMPSE,0
HIP,WORDS BEFORE “HOP”,3
RUBBER BANDS,NEEDS FOR TIE-DYEING A SHIRT,1
LOOK,GLIMPSE,0
BASIN,NEEDS FOR TIE-DYEING A SHIRT,1
CODE,THINGS YOU CAN CRACK,2
GLANCE,GLIMPSE,0
CELL,THINGS YOU CAN INSERT INTO A SPREADSHEET,2
IRON,INFO ON A NUTRITION LABEL,0
TWIST,METAPHOR FOR SOMETHING UNEXPECTED,1
SHEET,THINGS YOU CAN INSERT INTO A SPREADSHEET,2
SPRING,HELICAL THINGS,3
WRENCH,METAPHOR FOR SOMETHING UNEXPECTED,1
PROTEIN,INFO ON A NUTRITION LABEL,0
CORKSCREW,HELICAL THINGS,3
DNA,HELICAL THINGS,3
CURVEBALL,METAPHOR FOR SOMETHING UNEXPECTED,1
COLUMN,THINGS YOU CAN INSERT INTO A SPREADSHEET,2
SODIUM,INFO ON A NUTRITION LABEL,0
BOMBSHELL,METAPHOR FOR SOMETHING UNEXPECTED,1
ROW,THINGS YOU CAN INSERT INTO A SPREADSHEET,2
FAT,INFO ON A NUTRITION LABEL,0
FUSILLI,HELICAL THINGS,3
ICE,THINGS THAT ARE SLIPPERY,2
WHEEL,SEEN IN A POTTERY STUDIO,1
GREASE,THINGS THAT ARE SLIPPERY,2
LIGHTNING,NATURAL PRODUCERS OF HEAT,3
FIRE,NATURAL PRODUCERS OF HEAT,3
EEL,THINGS THAT ARE SLIPPERY,2
AXE,"CANCEL, AS A PROJECT",0
SUN,NATURAL PRODUCERS OF HEAT,3
CLAY,SEEN IN A POTTERY STUDIO,1
SCRAP,"CANCEL, AS A PROJECT",0
VOLCANO,NATURAL PRODUCERS OF HEAT,3
GLAZE,SEEN IN A POTTERY STUDIO,1
DROP,"CANCEL, AS A PROJECT",0
BANANA PEEL,THINGS THAT ARE SLIPPERY,2
KILN,SEEN IN A POTTERY STUDIO,1
CUT,"CANCEL, AS A PROJECT",0
BEAN,___POLE,3
GAG,COMEDIC ROUTINE,2
TRUNK,PARTS OF A TREE,0
MUZZLE,CANINE/FELINE FEATURES,1
TAIL,CANINE/FELINE FEATURES,1
MAY,___POLE,3
ACT,COMEDIC ROUTINE,2
PAW,CANINE/FELINE FEATURES,1
TAD,___POLE,3
BIT,COMEDIC ROUTINE,2
ROOT,PARTS OF A TREE,0
SKETCH,COMEDIC ROUTINE,2
BRANCH,PARTS OF A TREE,0
FLAG,___POLE,3
FUR,CANINE/FELINE FEATURES,1
LEAF,PARTS OF A TREE,0
CORNFIELD,THEY HAVE LITERAL/IDIOMATIC EARS,3
ICEBERG,KINDS OF LETTUCE,1
BUTTER,KINDS OF LETTUCE,1
MILK,THINGS THAT ARE WHITE,0
BABY POWDER,THINGS THAT ARE WHITE,0
SCARECROW,“BATMAN” VILLAINS,2
PITCHERS,THEY HAVE LITERAL/IDIOMATIC EARS,3
POLAR BEAR,THINGS THAT ARE WHITE,0
PENGUIN,“BATMAN” VILLAINS,2
LEAF,KINDS OF LETTUCE,1
MUSICIANS,THEY HAVE LITERAL/IDIOMATIC EARS,3
BANE,“BATMAN” VILLAINS,2
WALLS,THEY HAVE LITERAL/IDIOMATIC EARS,3
SNOW,THINGS THAT ARE WHITE,0
JOKER,“BATMAN” VILLAINS,2
ROMAINE,KINDS OF LETTUCE,1
SPRINGBOARD,STARTING POINT,1
VACUUM,___ TUBE,3
SPARK,STARTING POINT,1
SUMMERTIME,GREAT AMERICAN SONGBOOK SONGS,2
WINTERGREEN,GUM FLAVORS,0
WITCHCRAFT,GREAT AMERICAN SONGBOOK SONGS,2
FALLOPIAN,___ TUBE,3
BUBBLEGUM,GUM FLAVORS,0
AUTUMN LEAVES,GREAT AMERICAN SONGBOOK SONGS,2
CINNAMON,GUM FLAVORS,0
LAUNCHPAD,STARTING POINT,1
INNER,___ TUBE,3
MENTHOL,GUM FLAVORS,0
UNFORGETTABLE,GREAT AMERICAN SONGBOOK SONGS,2
TEST,___ TUBE,3
CATALYST,STARTING POINT,1
GLEN,VALLEY,1
GARY,COLOR ANAGRAMS,3
ROSS,BOBS,2
COLOR,TINT,0
HOPE,BOBS,2
HOLLOW,VALLEY,1
SHADE,TINT,0
LUBE,COLOR ANAGRAMS,3
DELL,VALLEY,1
DOLE,BOBS,2
GENRE,COLOR ANAGRAMS,3
TONE,TINT,0
HUE,TINT,0
DRE,COLOR ANAGRAMS,3
DALE,VALLEY,1
MARLEY,BOBS,2
MASSAGE,SWEDISH ___,3
TIMES,CALCULATOR BUTTONS,0
RUFFLE,SALTY SNACK UNIT,2
FISH,SWEDISH ___,3
PERCENT,CALCULATOR BUTTONS,0
SHOCK,AMOUNTS OF HAIR,1
MEATBALL,SWEDISH ___,3
GOLDFISH,SALTY SNACK UNIT,2
COMBO,SALTY SNACK UNIT,2
LOCK,AMOUNTS OF HAIR,1
EQUALS,CALCULATOR BUTTONS,0
THATCH,AMOUNTS OF HAIR,1
CHEF,SWEDISH ___,3
MINUS,CALCULATOR BUTTONS,0
TUFT,AMOUNTS OF HAIR,1
TAKI,SALTY SNACK UNIT,2
MOUSSE,HAIR PRODUCTS,0
DRAIN,WEARY,3
BARE,AUSTERE,1
TIRE,WEARY,3
HAIR,CLUES AT A CRIME SCENE,2
BORE,WEARY,3
TIRE MARK,CLUES AT A CRIME SCENE,2
EXHAUST,WEARY,3
PLAIN,AUSTERE,1
SPRAY,HAIR PRODUCTS,0
SPARE,AUSTERE,1
FIBER,CLUES AT A CRIME SCENE,2
WAX,HAIR PRODUCTS,0
SIMPLE,AUSTERE,1
FINGERPRINT,CLUES AT A CRIME SCENE,2
GEL,HAIR PRODUCTS,0
LADDER,THINGS TO CLIMB,2
BATTER,COOKING CONCOCTIONS,0
SUIT,"WHAT ""DIAMOND"" CAN REFER TO",3
CANDLESTICK,SEEN ON A TABLE AT A DINNER PARTY,1
INFIELD,"WHAT ""DIAMOND"" CAN REFER TO",3
ROPE,THINGS TO CLIMB,2
PASTE,COOKING CONCOCTIONS,0
PITCHER,SEEN ON A TABLE AT A DINNER PARTY,1
GEMSTONE,"WHAT ""DIAMOND"" CAN REFER TO",3
MOUNTAIN,THINGS TO CLIMB,2
PLATE,SEEN ON A TABLE AT A DINNER PARTY,1
MIXTURE,COOKING CONCOCTIONS,0
TREE,THINGS TO CLIMB,2
DOUGH,COOKING CONCOCTIONS,0
RHOMBUS,"WHAT ""DIAMOND"" CAN REFER TO",3
PLACEMAT,SEEN ON A TABLE AT A DINNER PARTY,1
HEEL,PARTS OF A SHOE,0
ROOM,ACCOMMODATION,1
DYNASTY,ENDING WITH SYNONYMS FOR “YUCK”,3
FACE,REPUTATION,2
GIMMICK,ENDING WITH SYNONYMS FOR “YUCK”,3
STANDING,REPUTATION,2
SEATING,ACCOMMODATION,1
MILDEW,ENDING WITH SYNONYMS FOR “YUCK”,3
UPPER,PARTS OF A SHOE,0
SOLE,PARTS OF A SHOE,0
REGARD,REPUTATION,2
CHAIRS,ACCOMMODATION,1
CAPACITY,ACCOMMODATION,1
ENGROSS,ENDING WITH SYNONYMS FOR “YUCK”,3
TONGUE,PARTS OF A SHOE,0
IMAGE,REPUTATION,2
POCKET,"WORDS THAT PRECEDE ""-SIZE"" TO MEAN SMALL",3
SHAKE,"STOP, AS A HABIT",1
PURSE,WINNINGS,0
PAN,MOVIE CAMERA VERBS,2
POT,WINNINGS,0
DOLLY,MOVIE CAMERA VERBS,2
FUN,"WORDS THAT PRECEDE ""-SIZE"" TO MEAN SMALL",3
PRIZE,WINNINGS,0
TRAVEL,"WORDS THAT PRECEDE ""-SIZE"" TO MEAN SMALL",3
BREAK,"STOP, AS A HABIT",1
BITE,"WORDS THAT PRECEDE ""-SIZE"" TO MEAN SMALL",3
KICK,"STOP, AS A HABIT",1
ZOOM,MOVIE CAMERA VERBS,2
DROP,"STOP, AS A HABIT",1
REWARD,WINNINGS,0
TILT,MOVIE CAMERA VERBS,2
DOG,BBQ OFFERING,2
STATUE,KINDS OF CARVINGS,0
GOOSE,___NECK,3
PROP,PILLAR,1
TURTLE,___NECK,3
BOTTLE,___NECK,3
WING,BBQ OFFERING,2
BUST,KINDS OF CARVINGS,0
SUPPORT,PILLAR,1
RELIEF,KINDS OF CARVINGS,0
BREAK,___NECK,3
LINK,BBQ OFFERING,2
POST,PILLAR,1
RIB,BBQ OFFERING,2
TORSO,KINDS OF CARVINGS,0
BRACE,PILLAR,1
SMOKE,DEFEAT SOUNDLY,1
SHELL,“WILL” CONTRACTIONS WITHOUT THE APOSTROPHE,2
FIRE,AWESOME,0
MILK,URL ENDINGS PLUS A LETTER,3
CREAM,DEFEAT SOUNDLY,1
COMP,URL ENDINGS PLUS A LETTER,3
HELL,“WILL” CONTRACTIONS WITHOUT THE APOSTROPHE,2
LIT,AWESOME,0
SICK,AWESOME,0
LICK,DEFEAT SOUNDLY,1
PASTE,DEFEAT SOUNDLY,1
NETI,URL ENDINGS PLUS A LETTER,3
ORGO,URL ENDINGS PLUS A LETTER,3
ILL,“WILL” CONTRACTIONS WITHOUT THE APOSTROPHE,2
WELL,“WILL” CONTRACTIONS WITHOUT THE APOSTROPHE,2
DOPE,AWESOME,0
CHEWY,QUALITIES OF OVERCOOKED MEAT,0
NOODLE,PLAY SOME ELECTRIC GUITAR,1
CARS,PLANETS/DWARF PLANET WITH FIRST LETTER CHANGED,3
DARTH,PLANETS/DWARF PLANET WITH FIRST LETTER CHANGED,3
JAM,PLAY SOME ELECTRIC GUITAR,1
BOBA,INGREDIENTS IN BUBBLE TEA,2
TOUGH,QUALITIES OF OVERCOOKED MEAT,0
SHRED,PLAY SOME ELECTRIC GUITAR,1
SOLO,PLAY SOME ELECTRIC GUITAR,1
DRY,QUALITIES OF OVERCOOKED MEAT,0
SUGAR,INGREDIENTS IN BUBBLE TEA,2
BLUTO,PLANETS/DWARF PLANET WITH FIRST LETTER CHANGED,3
TEA,INGREDIENTS IN BUBBLE TEA,2
GENUS,PLANETS/DWARF PLANET WITH FIRST LETTER CHANGED,3
STRINGY,QUALITIES OF OVERCOOKED MEAT,0
MILK,INGREDIENTS IN BUBBLE TEA,2
TORPEDO,THINGS THAT ARE LONG AND CYLINDRICAL,3
BAT,ASSOCIATED WITH COUNT DRACULA,1
COAST,GLIDE,0
LEVEL,STOP CHANGING,2
CAPE,ASSOCIATED WITH COUNT DRACULA,1
BATON,THINGS THAT ARE LONG AND CYLINDRICAL,3
PLATEAU,STOP CHANGING,2
HOAGIE,THINGS THAT ARE LONG AND CYLINDRICAL,3
SETTLE,STOP CHANGING,2
CRUISE,GLIDE,0
CIGAR,THINGS THAT ARE LONG AND CYLINDRICAL,3
CASTLE,ASSOCIATED WITH COUNT DRACULA,1
FLOAT,GLIDE,0
FLATTEN,STOP CHANGING,2
FANG,ASSOCIATED WITH COUNT DRACULA,1
DRIFT,GLIDE,0
HUSH,SILENCE,0
RIBBON,STARTING WITH SYNONYMS FOR “TEASE”,3
BABY,COMPARATIVELY SMALL,2
TOY,COMPARATIVELY SMALL,2
MINUTE,COMPARATIVELY SMALL,2
MOCKINGBIRD,STARTING WITH SYNONYMS FOR “TEASE”,3
GAME,TENNIS COMPETITION UNITS,1
RAZZMATAZZ,STARTING WITH SYNONYMS FOR “TEASE”,3
STILL,SILENCE,0
SET,TENNIS COMPETITION UNITS,1
COMPACT,COMPARATIVELY SMALL,2
PEACE,SILENCE,0
MATCH,TENNIS COMPETITION UNITS,1
CALM,SILENCE,0
KIDNEY,STARTING WITH SYNONYMS FOR “TEASE”,3
TOURNAMENT,TENNIS COMPETITION UNITS,1
CHORAL,HOMOPHONES OF GEMSTONES,3
CUPS,TAROT MINOR ARCANA SUITS,2
KNIT,"GET BETTER, AS A BROKEN BONE",0
SAVE,NOT INCLUDING,1
RECOVER,"GET BETTER, AS A BROKEN BONE",0
PURL,HOMOPHONES OF GEMSTONES,3
BUT,NOT INCLUDING,1
QUARTS,HOMOPHONES OF GEMSTONES,3
SWORDS,TAROT MINOR ARCANA SUITS,2
BESIDES,NOT INCLUDING,1
MEND,"GET BETTER, AS A BROKEN BONE",0
PENTACLES,TAROT MINOR ARCANA SUITS,2
OPEL,HOMOPHONES OF GEMSTONES,3
HEAL,"GET BETTER, AS A BROKEN BONE",0
WANDS,TAROT MINOR ARCANA SUITS,2
EXCEPT,NOT INCLUDING,1
PEN,COMMIT TO PAPER,0
CUP,NEEDS FOR PLAYING YAHTZEE,1
JOY,___STICK,3
WICK,HEROES OF ACTION MOVIE FRANCHISES,2
CHOP,___STICK,3
CANDLE,___STICK,3
OCEAN,HEROES OF ACTION MOVIE FRANCHISES,2
DICE,NEEDS FOR PLAYING YAHTZEE,1
YARD,___STICK,3
PENCIL,NEEDS FOR PLAYING YAHTZEE,1
AUTHOR,COMMIT TO PAPER,0
BOND,HEROES OF ACTION MOVIE FRANCHISES,2
COMPOSE,COMMIT TO PAPER,0
JONES,HEROES OF ACTION MOVIE FRANCHISES,2
SCORECARD,NEEDS FOR PLAYING YAHTZEE,1
WRITE,COMMIT TO PAPER,0
DIM,"FUZZY, AS A MEMORY",1
SUM,RESULTS OF SOME ARITHMETIC,2
PRODUCT,RESULTS OF SOME ARITHMETIC,2
SHADE,WINDOW TREATMENTS IN THE SINGULAR,3
COLOR,TV DISPLAY SETTINGS,0
DRAPE,WINDOW TREATMENTS IN THE SINGULAR,3
REMOTE,"FUZZY, AS A MEMORY",1
DIFFERENCE,RESULTS OF SOME ARITHMETIC,2
CONTRAST,TV DISPLAY SETTINGS,0
FAINT,"FUZZY, AS A MEMORY",1
SHUTTER,WINDOW TREATMENTS IN THE SINGULAR,3
TINT,TV DISPLAY SETTINGS,0
QUOTIENT,RESULTS OF SOME ARITHMETIC,2
BLIND,WINDOW TREATMENTS IN THE SINGULAR,3
BRIGHTNESS,TV DISPLAY SETTINGS,0
VAGUE,"FUZZY, AS A MEMORY",1
BEANS,VIGOR,2
MINUS,WITHOUT,1
LOVE,LETTER SIGN-OFFS,0
ENERGY,VIGOR,2
ZIP,VIGOR,2
BEST,LETTER SIGN-OFFS,0
COMIC,___ STRIP,3
SANS,WITHOUT,1
SINCERELY,LETTER SIGN-OFFS,0
WANTING,WITHOUT,1
BACON,___ STRIP,3
SUNSET,___ STRIP,3
ABSENT,WITHOUT,1
LANDING,___ STRIP,3
CHEERS,LETTER SIGN-OFFS,0
PEP,VIGOR,2
BOSS,COMMON VIDEO GAME FEATURES,2
GOOSE,MOTHER ___,3
TICKLE,MAKE HAPPY,0
SUIT,MAKE HAPPY,0
DUCK,EVADE,1
HEALTH,COMMON VIDEO GAME FEATURES,2
SHAKE,EVADE,1
SKIRT,EVADE,1
PLEASE,MAKE HAPPY,0
MAY I,MOTHER ___,3
SUPERIOR,MOTHER ___,3
LEVEL,COMMON VIDEO GAME FEATURES,2
DODGE,EVADE,1
DELIGHT,MAKE HAPPY,0
EARTH,MOTHER ___,3
POWER-UP,COMMON VIDEO GAME FEATURES,2
VISIT,THINGS TRACKED BY WEB ANALYTICS,2
BANK,REBOUND,1
WALLET,PLACES TO FIND PAPER MONEY,0
HIT,THINGS TRACKED BY WEB ANALYTICS,2
SMACK,THINGS YOU CAN DO WITH YOUR LIPS,3
ATM,PLACES TO FIND PAPER MONEY,0
CASH REGISTER,PLACES TO FIND PAPER MONEY,0
BOUNCE,REBOUND,1
CLICK,THINGS TRACKED BY WEB ANALYTICS,2
TIP JAR,PLACES TO FIND PAPER MONEY,0
PURSE,THINGS YOU CAN DO WITH YOUR LIPS,3
CAROM,REBOUND,1
CURL,THINGS YOU CAN DO WITH YOUR LIPS,3
PAGE VIEW,THINGS TRACKED BY WEB ANALYTICS,2
RICOCHET,REBOUND,1
PUCKER,THINGS YOU CAN DO WITH YOUR LIPS,3
BAZAAR,PLACES TO SHOP,0
SUPREME,KINDS OF PIZZA,1
VACUUM,___ CLEANER,3
VEGGIE,KINDS OF PIZZA,1
EVERGREEN,ENDING WITH COLORS,2
BATHROOM,___ CLEANER,3
FAIR,PLACES TO SHOP,0
HAWAIIAN,KINDS OF PIZZA,1
PIPE,___ CLEANER,3
INFRARED,ENDING WITH COLORS,2
PLAIN,KINDS OF PIZZA,1
OUTLET,PLACES TO SHOP,0
MARIGOLD,ENDING WITH COLORS,2
MARKET,PLACES TO SHOP,0
DRY,___ CLEANER,3
QUICKSILVER,ENDING WITH COLORS,2
BABE,TITULAR ANIMALS OF FILM,2
PSYCHE,STARTING WITH SILENT LETTERS,3
DRAW,ABSORB USING CAPILLARY ACTION,0
NEO,GREEK PREFIXES,1
MNEMONIC,STARTING WITH SILENT LETTERS,3
BOLT,TITULAR ANIMALS OF FILM,2
KNEE,STARTING WITH SILENT LETTERS,3
WICK,ABSORB USING CAPILLARY ACTION,0
TED,TITULAR ANIMALS OF FILM,2
HYPER,GREEK PREFIXES,1
PULL,ABSORB USING CAPILLARY ACTION,0
GNOME,STARTING WITH SILENT LETTERS,3
KILO,GREEK PREFIXES,1
DUMBO,TITULAR ANIMALS OF FILM,2
META,GREEK PREFIXES,1
SUCK,ABSORB USING CAPILLARY ACTION,0
FLUTE,LAST WORDS OF FAMOUS OPERA TITLES,2
MADRID,REAL ___,3
GROUNDS,RATIONALE,0
ICE,TYPES OF SNOW,1
ESTATE,REAL ___,3
POWDER,TYPES OF SNOW,1
SEVILLE,LAST WORDS OF FAMOUS OPERA TITLES,2
FOUNDATION,RATIONALE,0
BUTTERFLY,LAST WORDS OF FAMOUS OPERA TITLES,2
WORLD,REAL ___,3
REASON,RATIONALE,0
CRUST,TYPES OF SNOW,1
SLUSH,TYPES OF SNOW,1
BASIS,RATIONALE,0
BESS,LAST WORDS OF FAMOUS OPERA TITLES,2
DEAL,REAL ___,3
RODEO,ASSOCIATED WITH BULLS,2
HOURGLASS,ENDING WITH BUILDING MATERIALS,3
KUBRICK,ENDING WITH BUILDING MATERIALS,3
SUNSET,DISCONTINUE,1
TREE,KINDS OF PLANTS,0
SCRAP,DISCONTINUE,1
WALL STREET,ASSOCIATED WITH BULLS,2
VINE,KINDS OF PLANTS,0
MICHAEL JORDAN,ASSOCIATED WITH BULLS,2
HOLLYWOOD,ENDING WITH BUILDING MATERIALS,3
HERB,KINDS OF PLANTS,0
TAURUS,ASSOCIATED WITH BULLS,2
END,DISCONTINUE,1
SHRUB,KINDS OF PLANTS,0
NEUROPLASTIC,ENDING WITH BUILDING MATERIALS,3
DISSOLVE,DISCONTINUE,1
MACARONI,KINDS OF PENGUINS,2
ANIMAL,MEMBER OF A KINGDOM IN TAXONOMY,0
KING,KINDS OF PENGUINS,2
MAIL,“E” THINGS,3
RULER,GRADUATED INSTRUMENTS,1
SCOOTER,“E” THINGS,3
PLANT,MEMBER OF A KINGDOM IN TAXONOMY,0
